""	"pathway"	"pathway_members"	"pval"	"fdr"	"n"	"N"	"set_enrichment_score"
"D636"	"Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/16:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D637"	"Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/16:1(9Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D638"	"Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/18:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D639"	"Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/18:1(11Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D640"	"Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/18:1(9Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D641"	"Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D642"	"Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D643"	"Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D644"	"Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D645"	"Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/20:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D646"	"Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/20:1(11Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D647"	"Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/20:2(11Z,14Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D648"	"Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D649"	"Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D650"	"Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D651"	"Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/20:4(8Z,11Z,14Z,17Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D652"	"Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D653"	"Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/22:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D654"	"Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/22:1(13Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D655"	"Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/22:2(13Z,16Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D656"	"Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D657"	"Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/22:5(4Z,7Z,10Z,13Z,16Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D658"	"Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D659"	"Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D660"	"Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/24:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D661"	"Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/24:1(15Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D662"	"Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/14:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D663"	"Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/14:1(9Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D664"	"Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/15:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D665"	"Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/16:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D666"	"Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/16:1(9Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D667"	"Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/18:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D668"	"Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/18:1(11Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D669"	"Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/18:1(9Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D670"	"Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/18:2(9Z,12Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D671"	"Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/18:3(6Z,9Z,12Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D672"	"Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/18:3(9Z,12Z,15Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D673"	"Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D674"	"Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/20:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D675"	"Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/20:1(11Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D676"	"Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D677"	"Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/20:3(5Z,8Z,11Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D678"	"Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/20:3(8Z,11Z,14Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D679"	"Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D680"	"Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/20:4(8Z,11Z,14Z,17Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D681"	"Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D682"	"Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/22:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D683"	"Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/22:1(13Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D684"	"Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D685"	"Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D686"	"Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/22:5(4Z,7Z,10Z,13Z,16Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D687"	"Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D688"	"Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D689"	"Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/24:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D690"	"Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/24:1(15Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D691"	"Phosphatidylcholine Biosynthesis PC(20:0/14:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D692"	"Phosphatidylcholine Biosynthesis PC(20:0/14:1(9Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D693"	"Phosphatidylcholine Biosynthesis PC(20:0/15:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D694"	"Phosphatidylcholine Biosynthesis PC(20:0/16:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D695"	"Phosphatidylcholine Biosynthesis PC(20:0/16:1(9Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D696"	"Phosphatidylcholine Biosynthesis PC(20:0/18:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D697"	"Phosphatidylcholine Biosynthesis PC(20:0/18:1(11Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D698"	"Phosphatidylcholine Biosynthesis PC(20:0/18:1(9Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D699"	"Phosphatidylcholine Biosynthesis PC(20:0/18:2(9Z,12Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D700"	"Phosphatidylcholine Biosynthesis PC(20:0/18:3(6Z,9Z,12Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D701"	"Phosphatidylcholine Biosynthesis PC(20:0/18:3(9Z,12Z,15Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D702"	"Phosphatidylcholine Biosynthesis PC(20:0/18:4(6Z,9Z,12Z,15Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D703"	"Phosphatidylcholine Biosynthesis PC(20:0/20:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D704"	"Phosphatidylcholine Biosynthesis PC(20:0/20:1(11Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D705"	"Phosphatidylcholine Biosynthesis PC(20:0/20:2(11Z,14Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D706"	"Phosphatidylcholine Biosynthesis PC(20:0/20:3(5Z,8Z,11Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D707"	"Phosphatidylcholine Biosynthesis PC(20:0/20:3(8Z,11Z,14Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D708"	"Phosphatidylcholine Biosynthesis PC(20:0/20:4(5Z,8Z,11Z,14Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D709"	"Phosphatidylcholine Biosynthesis PC(20:0/20:4(8Z,11Z,14Z,17Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D710"	"Phosphatidylcholine Biosynthesis PC(20:0/20:5(5Z,8Z,11Z,14Z,17Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D711"	"Phosphatidylcholine Biosynthesis PC(20:0/22:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D712"	"Phosphatidylcholine Biosynthesis PC(20:0/22:1(13Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D713"	"Phosphatidylcholine Biosynthesis PC(20:0/22:2(13Z,16Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D714"	"Phosphatidylcholine Biosynthesis PC(20:0/22:4(7Z,10Z,13Z,16Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D715"	"Phosphatidylcholine Biosynthesis PC(20:0/22:5(4Z,7Z,10Z,13Z,16Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D716"	"Phosphatidylcholine Biosynthesis PC(20:0/22:5(7Z,10Z,13Z,16Z,19Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D717"	"Phosphatidylcholine Biosynthesis PC(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D718"	"Phosphatidylcholine Biosynthesis PC(20:0/24:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D719"	"Phosphatidylcholine Biosynthesis PC(20:0/24:1(15Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D720"	"Phosphatidylcholine Biosynthesis PC(20:1(11Z)/14:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D721"	"Phosphatidylcholine Biosynthesis PC(20:1(11Z)/14:1(9Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D722"	"Phosphatidylcholine Biosynthesis PC(20:1(11Z)/15:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D723"	"Phosphatidylcholine Biosynthesis PC(20:1(11Z)/16:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D724"	"Phosphatidylcholine Biosynthesis PC(20:1(11Z)/16:1(9Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D725"	"Phosphatidylcholine Biosynthesis PC(20:1(11Z)/18:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D726"	"Phosphatidylcholine Biosynthesis PC(20:1(11Z)/18:1(11Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D727"	"Phosphatidylcholine Biosynthesis PC(20:1(11Z)/18:1(9Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D728"	"Phosphatidylcholine Biosynthesis PC(20:1(11Z)/18:2(9Z,12Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D729"	"Phosphatidylcholine Biosynthesis PC(20:1(11Z)/18:3(6Z,9Z,12Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D730"	"Phosphatidylcholine Biosynthesis PC(20:1(11Z)/18:3(9Z,12Z,15Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D731"	"Phosphatidylcholine Biosynthesis PC(20:1(11Z)/18:4(6Z,9Z,12Z,15Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D732"	"Phosphatidylcholine Biosynthesis PC(20:1(11Z)/20:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D733"	"Phosphatidylcholine Biosynthesis PC(20:1(11Z)/20:1(11Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D734"	"Phosphatidylcholine Biosynthesis PC(20:1(11Z)/20:2(11Z,14Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D735"	"Phosphatidylcholine Biosynthesis PC(20:1(11Z)/20:3(5Z,8Z,11Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D736"	"Phosphatidylcholine Biosynthesis PC(20:1(11Z)/20:3(8Z,11Z,14Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D737"	"Phosphatidylcholine Biosynthesis PC(20:1(11Z)/20:4(5Z,8Z,11Z,14Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D738"	"Phosphatidylcholine Biosynthesis PC(20:1(11Z)/20:4(8Z,11Z,14Z,17Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D739"	"Phosphatidylcholine Biosynthesis PC(20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D740"	"Phosphatidylcholine Biosynthesis PC(20:1(11Z)/22:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D741"	"Phosphatidylcholine Biosynthesis PC(20:1(11Z)/22:1(13Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D742"	"Phosphatidylcholine Biosynthesis PC(20:1(11Z)/22:2(13Z,16Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D743"	"Phosphatidylcholine Biosynthesis PC(20:1(11Z)/22:4(7Z,10Z,13Z,16Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D744"	"Phosphatidylcholine Biosynthesis PC(20:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D745"	"Phosphatidylcholine Biosynthesis PC(20:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D746"	"Phosphatidylcholine Biosynthesis PC(20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D747"	"Phosphatidylcholine Biosynthesis PC(20:1(11Z)/24:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D748"	"Phosphatidylcholine Biosynthesis PC(20:1(11Z)/24:1(15Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D749"	"Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/14:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D750"	"Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/14:1(9Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D751"	"Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/15:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D752"	"Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/16:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D753"	"Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/16:1(9Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D754"	"Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/18:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D755"	"Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/18:1(11Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D756"	"Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/18:1(9Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D757"	"Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/18:2(9Z,12Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D758"	"Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/18:3(6Z,9Z,12Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D759"	"Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/18:3(9Z,12Z,15Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D760"	"Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/18:4(6Z,9Z,12Z,15Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D761"	"Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/20:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D762"	"Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/20:1(11Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D763"	"Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/20:2(11Z,14Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D764"	"Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/20:3(5Z,8Z,11Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D765"	"Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/20:3(8Z,11Z,14Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D766"	"Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D767"	"Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/20:4(8Z,11Z,14Z,17Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D768"	"Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D769"	"Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/22:0)"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D770"	"Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/22:1(13Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D771"	"Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/22:2(13Z,16Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D772"	"Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/22:4(7Z,10Z,13Z,16Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D773"	"Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/22:5(4Z,7Z,10Z,13Z,16Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D774"	"Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
"D775"	"Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"	"HMDB0001565;HMDB0000097"	0.878328648096095	0.881545969151392	2	21	0.374551971326165
