""	"pathway"	"pathway_members"	"pval"	"fdr"	"n"	"N"	"set_enrichment_score"
"D1368"	"Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/18:4(6Z,9Z,12Z,15Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1369"	"Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/20:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1370"	"Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/20:1(11Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1371"	"Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/20:2(11Z,14Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1372"	"Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/20:3(5Z,8Z,11Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1373"	"Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/20:3(8Z,11Z,14Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1374"	"Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/20:4(5Z,8Z,11Z,14Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1375"	"Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/20:4(8Z,11Z,14Z,17Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1376"	"Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1377"	"Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/22:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1378"	"Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/22:1(13Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1379"	"Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/22:2(13Z,16Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1380"	"Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/22:4(7Z,10Z,13Z,16Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1381"	"Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1382"	"Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1383"	"Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1384"	"Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/24:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1385"	"Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/24:1(15Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1386"	"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/14:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1387"	"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/14:1(9Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1388"	"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/15:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1389"	"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/16:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1390"	"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/16:1(9Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1391"	"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/18:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1392"	"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/18:1(11Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1393"	"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/18:1(9Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1394"	"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/18:2(9Z,12Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1395"	"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/18:3(6Z,9Z,12Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1396"	"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/18:3(9Z,12Z,15Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1397"	"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/18:4(6Z,9Z,12Z,15Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1398"	"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/20:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1399"	"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/20:1(11Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1400"	"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/20:2(11Z,14Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1401"	"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/20:3(5Z,8Z,11Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1402"	"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/20:3(8Z,11Z,14Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1403"	"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1404"	"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/20:4(8Z,11Z,14Z,17Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1405"	"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1406"	"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/22:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1407"	"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/22:1(13Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1408"	"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/22:2(13Z,16Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1409"	"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/22:4(7Z,10Z,13Z,16Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1410"	"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1411"	"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1412"	"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1413"	"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/24:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1414"	"Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/24:1(15Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1415"	"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/14:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1416"	"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/14:1(9Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1417"	"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/15:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1418"	"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/16:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1419"	"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/16:1(9Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1420"	"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/18:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1421"	"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/18:1(11Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1422"	"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/18:1(9Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1423"	"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/18:2(9Z,12Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1424"	"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/18:3(6Z,9Z,12Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1425"	"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1426"	"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1427"	"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/20:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1428"	"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/20:1(11Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1429"	"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/20:2(11Z,14Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1430"	"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/20:3(5Z,8Z,11Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1431"	"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/20:3(8Z,11Z,14Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1432"	"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1433"	"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1434"	"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1435"	"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/22:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1436"	"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/22:1(13Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1437"	"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/22:2(13Z,16Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1438"	"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1439"	"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1440"	"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1441"	"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1442"	"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/24:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1443"	"Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/24:1(15Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1444"	"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/14:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1445"	"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/14:1(9Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1446"	"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/15:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1447"	"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/16:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1448"	"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/16:1(9Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1449"	"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/18:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1450"	"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/18:1(11Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1451"	"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/18:1(9Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1452"	"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/18:2(9Z,12Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1453"	"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1454"	"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1455"	"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1456"	"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/20:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1457"	"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/20:1(11Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1458"	"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/20:2(11Z,14Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1459"	"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1460"	"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1461"	"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1462"	"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/20:4(8Z,11Z,14Z,17Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1463"	"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1464"	"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/22:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1465"	"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/22:1(13Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1466"	"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/22:2(13Z,16Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1467"	"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1468"	"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1469"	"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1470"	"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1471"	"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/24:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1472"	"Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/24:1(15Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1473"	"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/14:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1474"	"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/14:1(9Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1475"	"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/15:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1476"	"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/16:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1477"	"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/16:1(9Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1478"	"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/18:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1479"	"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/18:1(11Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1480"	"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/18:1(9Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1481"	"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1482"	"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1483"	"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1484"	"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1485"	"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/20:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1486"	"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/20:1(11Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1487"	"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/20:2(11Z,14Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1488"	"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1489"	"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1490"	"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1491"	"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/20:4(8Z,11Z,14Z,17Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1492"	"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1493"	"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/22:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1494"	"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/22:1(13Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1495"	"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/22:2(13Z,16Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1496"	"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1497"	"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/22:5(4Z,7Z,10Z,13Z,16Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1498"	"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1499"	"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1500"	"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/24:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1501"	"Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/24:1(15Z))"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
"D1502"	"Phosphatidylethanolamine Biosynthesis PE(18:4(6Z,9Z,12Z,15Z)/14:0)"	"HMDB0000187;HMDB0000097"	0.357347303858961	0.680543258087612	2	16	0.578853046594982
